Sample Rate:	1000.000000
Time (s)	ECG	GSC
264.673000	0.035903	0.004470
264.674000	0.037431	0.004470
264.675000	0.040179	0.004470
264.676000	0.044210	0.004470
264.677000	0.049685	0.004470
264.678000	0.056498	0.004470
264.679000	0.064133	0.004470
264.680000	0.071956	0.004470
264.681000	0.079441	0.004470
264.682000	0.086145	0.004469
264.683000	0.091647	0.004469
264.684000	0.095593	0.004469
264.685000	0.097851	0.004469
264.686000	0.098547	0.004469
264.687000	0.097888	0.004469
264.688000	0.096048	0.004469
264.689000	0.093274	0.004469
264.690000	0.089918	0.004469
264.691000	0.086291	0.004469
264.692000	0.082640	0.004469
264.693000	0.079213	0.004469
264.694000	0.076127	0.004469
264.695000	0.073339	0.004469
264.696000	0.070855	0.004469
264.697000	0.068833	0.004469
264.698000	0.067502	0.004469
264.699000	0.067120	0.004468
264.700000	0.067911	0.004468
264.701000	0.069908	0.004468
264.702000	0.072858	0.004468
264.703000	0.076289	0.004468
264.704000	0.079661	0.004468
264.705000	0.082383	0.004468
264.706000	0.083787	0.004468
264.707000	0.083415	0.004468
264.708000	0.081210	0.004468
264.709000	0.077332	0.004468
264.710000	0.072153	0.004468
264.711000	0.066470	0.004468
264.712000	0.061379	0.004468
264.713000	0.057825	0.004468
264.714000	0.055993	0.004468
264.715000	0.055048	0.004468
264.716000	0.053956	0.004468
264.717000	0.052351	0.004468
264.718000	0.050299	0.004468
264.719000	0.047875	0.004468
264.720000	0.045378	0.004468
264.721000	0.043430	0.004468
264.722000	0.042599	0.004468
264.723000	0.043080	0.004468
264.724000	0.044724	0.004468
264.725000	0.047202	0.004468
264.726000	0.050081	0.004467
264.727000	0.052846	0.004467
264.728000	0.054963	0.004467
264.729000	0.056085	0.004467
264.730000	0.056295	0.004467
264.731000	0.056112	0.004467
264.732000	0.056191	0.004467
264.733000	0.057009	0.004467
264.734000	0.058818	0.004467
264.735000	0.061718	0.004467
264.736000	0.065625	0.004467
264.737000	0.070215	0.004467
264.738000	0.075055	0.004467
264.739000	0.079612	0.004467
264.740000	0.083134	0.004467
264.741000	0.085110	0.004467
264.742000	0.085739	0.004467
264.743000	0.085516	0.004467
264.744000	0.084760	0.004467
264.745000	0.083684	0.004467
264.746000	0.082512	0.004467
264.747000	0.081382	0.004466
264.748000	0.080251	0.004466
264.749000	0.078977	0.004466
264.750000	0.077377	0.004466
264.751000	0.075300	0.004466
264.752000	0.072683	0.004466
264.753000	0.069708	0.004466
264.754000	0.066887	0.004466
264.755000	0.064710	0.004466
264.756000	0.063349	0.004466
264.757000	0.062841	0.004466
264.758000	0.063278	0.004466
264.759000	0.064667	0.004466
264.760000	0.066715	0.004466
264.761000	0.068914	0.004466
264.762000	0.070789	0.004466
264.763000	0.072095	0.004466
264.764000	0.072777	0.004466
264.765000	0.072691	0.004466
264.766000	0.071575	0.004466
264.767000	0.069265	0.004466
264.768000	0.065791	0.004466
264.769000	0.061353	0.004466
264.770000	0.056256	0.004466
264.771000	0.050863	0.004465
264.772000	0.045415	0.004465
264.773000	0.039834	0.004465
264.774000	0.034006	0.004465
264.775000	0.028182	0.004465
264.776000	0.022901	0.004465
264.777000	0.018650	0.004465
264.778000	0.015752	0.004465
264.779000	0.014309	0.004465
264.780000	0.014175	0.004465
264.781000	0.015157	0.004465
264.782000	0.017218	0.004465
264.783000	0.020514	0.004465
264.784000	0.025204	0.004465
264.785000	0.031258	0.004465
264.786000	0.038487	0.004465
264.787000	0.046569	0.004465
264.788000	0.054983	0.004465
264.789000	0.063023	0.004465
264.790000	0.069984	0.004464
264.791000	0.075521	0.004464
264.792000	0.079808	0.004464
264.793000	0.083220	0.004464
264.794000	0.085920	0.004464
264.795000	0.087771	0.004464
264.796000	0.088589	0.004464
264.797000	0.088376	0.004464
264.798000	0.087240	0.004464
264.799000	0.085140	0.004464
264.800000	0.081932	0.004464
264.801000	0.077670	0.004464
264.802000	0.072629	0.004464
264.803000	0.067180	0.004463
264.804000	0.061712	0.004463
264.805000	0.056544	0.004463
264.806000	0.051839	0.004463
264.807000	0.047649	0.004463
264.808000	0.044088	0.004463
264.809000	0.041371	0.004463
264.810000	0.039647	0.004463
264.811000	0.038920	0.004463
264.812000	0.039056	0.004463
264.813000	0.039861	0.004463
264.814000	0.041116	0.004463
264.815000	0.042519	0.004463
264.816000	0.043625	0.004463
264.817000	0.043977	0.004463
264.818000	0.043419	0.004463
264.819000	0.042193	0.004463
264.820000	0.040692	0.004462
264.821000	0.039182	0.004462
264.822000	0.037657	0.004462
264.823000	0.035972	0.004462
264.824000	0.034083	0.004462
264.825000	0.031972	0.004462
264.826000	0.029553	0.004462
264.827000	0.026790	0.004462
264.828000	0.023690	0.004462
264.829000	0.020228	0.004462
264.830000	0.016324	0.004462
264.831000	0.011886	0.004462
264.832000	0.007017	0.004462
264.833000	0.002217	0.004462
264.834000	-0.001788	0.004462
264.835000	-0.004433	0.004462
264.836000	-0.005514	0.004462
264.837000	-0.005324	0.004462
264.838000	-0.004508	0.004462
264.839000	-0.003475	0.004462
264.840000	-0.002134	0.004462
264.841000	-0.000224	0.004462
264.842000	0.002316	0.004462
264.843000	0.005312	0.004461
264.844000	0.008591	0.004461
264.845000	0.012000	0.004461
264.846000	0.015419	0.004461
264.847000	0.018853	0.004461
264.848000	0.022365	0.004461
264.849000	0.026056	0.004461
264.850000	0.030047	0.004461
264.851000	0.034207	0.004461
264.852000	0.037966	0.004461
264.853000	0.040499	0.004461
264.854000	0.041208	0.004461
264.855000	0.040068	0.004461
264.856000	0.037569	0.004461
264.857000	0.034446	0.004461
264.858000	0.031458	0.004461
264.859000	0.029174	0.004461
264.860000	0.027665	0.004461
264.861000	0.026631	0.004461
264.862000	0.025760	0.004461
264.863000	0.024782	0.004461
264.864000	0.023596	0.004461
264.865000	0.022280	0.004461
264.866000	0.020862	0.004461
264.867000	0.019450	0.004461
264.868000	0.018485	0.004461
264.869000	0.018620	0.004461
264.870000	0.020438	0.004461
264.871000	0.024177	0.004461
264.872000	0.029618	0.004461
264.873000	0.036173	0.004461
264.874000	0.043068	0.004461
264.875000	0.049556	0.004461
264.876000	0.055116	0.004461
264.877000	0.059661	0.004461
264.878000	0.063498	0.004461
264.879000	0.066974	0.004461
264.880000	0.070317	0.004461
264.881000	0.073617	0.004461
264.882000	0.076684	0.004461
264.883000	0.078966	0.004461
264.884000	0.079889	0.004461
264.885000	0.079223	0.004461
264.886000	0.077051	0.004461
264.887000	0.073644	0.004461
264.888000	0.069356	0.004461
264.889000	0.064569	0.004461
264.890000	0.059746	0.004461
264.891000	0.055412	0.004461
264.892000	0.051911	0.004461
264.893000	0.049199	0.004461
264.894000	0.046974	0.004461
264.895000	0.044909	0.004461
264.896000	0.042803	0.004461
264.897000	0.040691	0.004461
264.898000	0.038843	0.004461
264.899000	0.037660	0.004461
264.900000	0.037489	0.004461
264.901000	0.038247	0.004461
264.902000	0.039448	0.004462
264.903000	0.040650	0.004462
264.904000	0.041602	0.004462
264.905000	0.042153	0.004462
264.906000	0.042150	0.004462
264.907000	0.041490	0.004462
264.908000	0.040237	0.004462
264.909000	0.038514	0.004462
264.910000	0.036424	0.004462
264.911000	0.034067	0.004462
264.912000	0.031448	0.004462
264.913000	0.028468	0.004462
264.914000	0.025107	0.004462
264.915000	0.021485	0.004462
264.916000	0.017793	0.004462
264.917000	0.014256	0.004462
264.918000	0.011073	0.004462
264.919000	0.008301	0.004462
264.920000	0.005856	0.004462
264.921000	0.003624	0.004462
264.922000	0.001493	0.004462
264.923000	-0.000696	0.004462
264.924000	-0.003027	0.004462
264.925000	-0.005430	0.004462
264.926000	-0.007781	0.004462
264.927000	-0.009992	0.004462
264.928000	-0.012064	0.004462
264.929000	-0.014097	0.004462
264.930000	-0.016240	0.004462
264.931000	-0.018664	0.004462
264.932000	-0.021485	0.004462
264.933000	-0.024691	0.004462
264.934000	-0.028160	0.004462
264.935000	-0.031711	0.004462
264.936000	-0.035233	0.004462
264.937000	-0.038707	0.004462
264.938000	-0.042131	0.004462
264.939000	-0.045614	0.004462
264.940000	-0.049193	0.004463
264.941000	-0.052547	0.004463
264.942000	-0.055231	0.004463
264.943000	-0.056980	0.004463
264.944000	-0.057810	0.004463
264.945000	-0.057866	0.004463
264.946000	-0.057145	0.004463
264.947000	-0.055394	0.004463
264.948000	-0.052271	0.004463
264.949000	-0.047715	0.004463
264.950000	-0.042179	0.004463
264.951000	-0.036446	0.004463
264.952000	-0.031204	0.004463
264.953000	-0.026699	0.004463
264.954000	-0.022897	0.004463
264.955000	-0.019757	0.004463
264.956000	-0.017214	0.004463
264.957000	-0.015217	0.004463
264.958000	-0.013843	0.004463
264.959000	-0.013334	0.004463
264.960000	-0.014090	0.004463
264.961000	-0.016580	0.004463
264.962000	-0.021177	0.004463
264.963000	-0.028111	0.004463
264.964000	-0.037438	0.004463
264.965000	-0.048866	0.004463
264.966000	-0.061658	0.004463
264.967000	-0.074823	0.004463
264.968000	-0.087357	0.004463
264.969000	-0.098193	0.004463
264.970000	-0.106085	0.004463
264.971000	-0.109882	0.004463
264.972000	-0.108939	0.004463
264.973000	-0.103220	0.004463
264.974000	-0.093001	0.004463
264.975000	-0.078382	0.004463
264.976000	-0.059106	0.004463
264.977000	-0.034815	0.004463
264.978000	-0.005208	0.004463
264.979000	0.030032	0.004463
264.980000	0.071192	0.004463
264.981000	0.118385	0.004463
264.982000	0.171483	0.004463
264.983000	0.230125	0.004463
264.984000	0.293660	0.004463
264.985000	0.361206	0.004463
264.986000	0.431949	0.004463
264.987000	0.505245	0.004463
264.988000	0.580445	0.004463
264.989000	0.656716	0.004463
264.990000	0.733025	0.004463
264.991000	0.808363	0.004463
264.992000	0.882018	0.004463
264.993000	0.953631	0.004463
264.994000	1.022785	0.004463
264.995000	1.088292	0.004463
264.996000	1.148065	0.004463
264.997000	1.199535	0.004463
264.998000	1.239904	0.004463
264.999000	1.266299	0.004463
265.000000	1.276177	0.004463
265.001000	1.267888	0.004463
265.002000	1.240840	0.004463
265.003000	1.195111	0.004463
265.004000	1.131165	0.004463
265.005000	1.049877	0.004463
265.006000	0.952578	0.004463
265.007000	0.840987	0.004463
265.008000	0.717074	0.004463
265.009000	0.583128	0.004463
265.010000	0.442029	0.004463
265.011000	0.297165	0.004463
265.012000	0.151943	0.004464
265.013000	0.009441	0.004464
265.014000	-0.127549	0.004464
265.015000	-0.256300	0.004464
265.016000	-0.374038	0.004464
265.017000	-0.478081	0.004464
265.018000	-0.566160	0.004464
265.019000	-0.636791	0.004464
265.020000	-0.689631	0.004464
265.021000	-0.725659	0.004464
265.022000	-0.746868	0.004464
265.023000	-0.755532	0.004464
265.024000	-0.753761	0.004464
265.025000	-0.743464	0.004464
265.026000	-0.726356	0.004464
265.027000	-0.704057	0.004464
265.028000	-0.678208	0.004464
265.029000	-0.650417	0.004464
265.030000	-0.622163	0.004464
265.031000	-0.594717	0.004464
265.032000	-0.569060	0.004464
265.033000	-0.545831	0.004464
265.034000	-0.525403	0.004464
265.035000	-0.507951	0.004464
265.036000	-0.493379	0.004464
265.037000	-0.481174	0.004464
265.038000	-0.470608	0.004464
265.039000	-0.461172	0.004464
265.040000	-0.452694	0.004464
265.041000	-0.445071	0.004464
265.042000	-0.438005	0.004465
265.043000	-0.431058	0.004465
265.044000	-0.423858	0.004465
265.045000	-0.416236	0.004465
265.046000	-0.408184	0.004465
265.047000	-0.399737	0.004465
265.048000	-0.390985	0.004465
265.049000	-0.382050	0.004465
265.050000	-0.372973	0.004465
265.051000	-0.363778	0.004465
265.052000	-0.354528	0.004465
265.053000	-0.345269	0.004465
265.054000	-0.336082	0.004465
265.055000	-0.327125	0.004465
265.056000	-0.318558	0.004465
265.057000	-0.310446	0.004465
265.058000	-0.302750	0.004465
265.059000	-0.295468	0.004465
265.060000	-0.288651	0.004465
265.061000	-0.282181	0.004465
265.062000	-0.275735	0.004465
265.063000	-0.269104	0.004465
265.064000	-0.262368	0.004465
265.065000	-0.255751	0.004465
265.066000	-0.249454	0.004465
265.067000	-0.243637	0.004465
265.068000	-0.238410	0.004465
265.069000	-0.233765	0.004465
265.070000	-0.229535	0.004465
265.071000	-0.225434	0.004465
265.072000	-0.221244	0.004465
265.073000	-0.217036	0.004465
265.074000	-0.213048	0.004465
265.075000	-0.209391	0.004465
265.076000	-0.206065	0.004465
265.077000	-0.203090	0.004465
265.078000	-0.200514	0.004465
265.079000	-0.198311	0.004465
265.080000	-0.196303	0.004465
265.081000	-0.194254	0.004465
265.082000	-0.192004	0.004465
265.083000	-0.189530	0.004465
265.084000	-0.186885	0.004465
265.085000	-0.184122	0.004466
265.086000	-0.181284	0.004466
265.087000	-0.178390	0.004466
265.088000	-0.175457	0.004466
265.089000	-0.172541	0.004466
265.090000	-0.169704	0.004466
265.091000	-0.166877	0.004466
265.092000	-0.163878	0.004466
265.093000	-0.160596	0.004466
265.094000	-0.156964	0.004466
265.095000	-0.152848	0.004466
265.096000	-0.148168	0.004466
265.097000	-0.143057	0.004466
265.098000	-0.137797	0.004466
265.099000	-0.132649	0.004466
265.100000	-0.127759	0.004466
265.101000	-0.123185	0.004466
265.102000	-0.118947	0.004466
265.103000	-0.115017	0.004466
265.104000	-0.111340	0.004466
265.105000	-0.107979	0.004466
265.106000	-0.105077	0.004466
265.107000	-0.102621	0.004466
265.108000	-0.100508	0.004466
265.109000	-0.098740	0.004466
265.110000	-0.097380	0.004466
265.111000	-0.096421	0.004466
265.112000	-0.095713	0.004466
265.113000	-0.095120	0.004466
265.114000	-0.094596	0.004466
265.115000	-0.094016	0.004466
265.116000	-0.093184	0.004466
265.117000	-0.091964	0.004466
265.118000	-0.090248	0.004466
265.119000	-0.087978	0.004466
265.120000	-0.085114	0.004466
265.121000	-0.081560	0.004466
265.122000	-0.077345	0.004466
265.123000	-0.072738	0.004466
265.124000	-0.068021	0.004466
265.125000	-0.063292	0.004466
265.126000	-0.058530	0.004466
265.127000	-0.053773	0.004466
265.128000	-0.049140	0.004466
265.129000	-0.044703	0.004466
265.130000	-0.040440	0.004465
265.131000	-0.036341	0.004465
265.132000	-0.032506	0.004465
265.133000	-0.029089	0.004465
265.134000	-0.026115	0.004465
265.135000	-0.023506	0.004465
265.136000	-0.021243	0.004465
265.137000	-0.019441	0.004465
265.138000	-0.018294	0.004465
265.139000	-0.017863	0.004465
265.140000	-0.018053	0.004465
265.141000	-0.018665	0.004465
265.142000	-0.019359	0.004465
265.143000	-0.019815	0.004465
265.144000	-0.019899	0.004465
265.145000	-0.019536	0.004465
265.146000	-0.018599	0.004465
265.147000	-0.016952	0.004465
265.148000	-0.014566	0.004465
265.149000	-0.011653	0.004465
265.150000	-0.008670	0.004465
265.151000	-0.006105	0.004465
265.152000	-0.004244	0.004465
265.153000	-0.003074	0.004464
265.154000	-0.002319	0.004464
265.155000	-0.001541	0.004464
265.156000	-0.000255	0.004464
265.157000	0.001779	0.004464
265.158000	0.004219	0.004464
265.159000	0.006313	0.004464
265.160000	0.007501	0.004464
265.161000	0.007750	0.004464
265.162000	0.007400	0.004464
265.163000	0.006787	0.004464
265.164000	0.006074	0.004464
265.165000	0.005333	0.004464
265.166000	0.004682	0.004464
265.167000	0.004415	0.004464
265.168000	0.004991	0.004464
265.169000	0.006840	0.004464
265.170000	0.010041	0.004464
265.171000	0.014175	0.004464
265.172000	0.018690	0.004464
265.173000	0.023256	0.004464
265.174000	0.027725	0.004464
265.175000	0.032051	0.004464
265.176000	0.036236	0.004464
265.177000	0.040240	0.004464
265.178000	0.044016	0.004464
265.179000	0.047474	0.004464
265.180000	0.050352	0.004464
265.181000	0.052310	0.004464
265.182000	0.053132	0.004464
265.183000	0.052894	0.004463
265.184000	0.051964	0.004463
265.185000	0.050771	0.004463
265.186000	0.049649	0.004463
265.187000	0.048782	0.004463
265.188000	0.048153	0.004463
265.189000	0.047612	0.004463
265.190000	0.046954	0.004463
265.191000	0.045969	0.004463
265.192000	0.044697	0.004463
265.193000	0.043627	0.004463
265.194000	0.043358	0.004463
265.195000	0.043918	0.004463
265.196000	0.044734	0.004463
265.197000	0.045426	0.004463
265.198000	0.046148	0.004463
265.199000	0.047087	0.004463
265.200000	0.048289	0.004463
265.201000	0.049893	0.004463
265.202000	0.052031	0.004463
265.203000	0.054640	0.004463
265.204000	0.057549	0.004463
265.205000	0.060585	0.004463
265.206000	0.063505	0.004463
265.207000	0.065918	0.004463
265.208000	0.067474	0.004463
265.209000	0.068191	0.004463
265.210000	0.068565	0.004463
265.211000	0.069276	0.004463
265.212000	0.070781	0.004463
265.213000	0.073120	0.004463
265.214000	0.075849	0.004463
265.215000	0.078152	0.004463
265.216000	0.079266	0.004463
265.217000	0.078994	0.004463
265.218000	0.077733	0.004463
265.219000	0.075829	0.004463
265.220000	0.073185	0.004463
265.221000	0.069658	0.004463
265.222000	0.065628	0.004463
265.223000	0.061963	0.004463
265.224000	0.059379	0.004463
265.225000	0.057963	0.004463
265.226000	0.057355	0.004463
265.227000	0.057267	0.004463
265.228000	0.057627	0.004462
265.229000	0.058305	0.004462
265.230000	0.059032	0.004462
265.231000	0.059689	0.004462
265.232000	0.060565	0.004462
265.233000	0.062151	0.004462
265.234000	0.064746	0.004462
265.235000	0.068230	0.004462
265.236000	0.072143	0.004462
265.237000	0.075910	0.004462
265.238000	0.078970	0.004462
265.239000	0.080806	0.004462
265.240000	0.081126	0.004462
265.241000	0.080083	0.004462
265.242000	0.078080	0.004462
265.243000	0.075564	0.004462
265.244000	0.073100	0.004462
265.245000	0.071223	0.004462
265.246000	0.070242	0.004462
265.247000	0.070262	0.004462
265.248000	0.071073	0.004462
265.249000	0.072055	0.004462
265.250000	0.072488	0.004462
265.251000	0.071906	0.004462
265.252000	0.070368	0.004462
265.253000	0.068592	0.004462
265.254000	0.067706	0.004462
265.255000	0.068736	0.004462
265.256000	0.072041	0.004462
265.257000	0.077276	0.004462
265.258000	0.083790	0.004462
265.259000	0.090754	0.004462
265.260000	0.097201	0.004462
265.261000	0.102296	0.004462
265.262000	0.105663	0.004462
265.263000	0.107544	0.004462
265.264000	0.108498	0.004462
265.265000	0.108829	0.004462
265.266000	0.108459	0.004462
265.267000	0.107351	0.004462
265.268000	0.105725	0.004462
265.269000	0.103796	0.004462
265.270000	0.101580	0.004462
265.271000	0.098958	0.004462
265.272000	0.095729	0.004462
265.273000	0.091815	0.004462
265.274000	0.087485	0.004462
265.275000	0.083187	0.004462
265.276000	0.079332	0.004461
265.277000	0.076254	0.004461
265.278000	0.074175	0.004461
265.279000	0.073153	0.004461
265.280000	0.072998	0.004461
265.281000	0.073435	0.004461
265.282000	0.074378	0.004461
265.283000	0.075866	0.004461
265.284000	0.077888	0.004461
265.285000	0.080403	0.004461
265.286000	0.083335	0.004461
265.287000	0.086490	0.004461
265.288000	0.089545	0.004461
265.289000	0.092133	0.004461
265.290000	0.093969	0.004461
265.291000	0.094840	0.004461
265.292000	0.094627	0.004461
265.293000	0.093529	0.004461
265.294000	0.092000	0.004461
265.295000	0.090307	0.004461
265.296000	0.088417	0.004461
265.297000	0.086232	0.004461
265.298000	0.083760	0.004461
265.299000	0.081218	0.004460
265.300000	0.078747	0.004460
265.301000	0.076082	0.004460
265.302000	0.072787	0.004460
265.303000	0.068463	0.004460
265.304000	0.062771	0.004460
265.305000	0.055724	0.004460
265.306000	0.047746	0.004460
265.307000	0.039382	0.004460
265.308000	0.031106	0.004460
265.309000	0.023152	0.004460
265.310000	0.015420	0.004460
265.311000	0.007705	0.004460
265.312000	-0.000057	0.004460
265.313000	-0.007797	0.004460
265.314000	-0.015363	0.004460
265.315000	-0.022467	0.004460
265.316000	-0.028721	0.004460
265.317000	-0.033893	0.004460
265.318000	-0.038021	0.004460
265.319000	-0.041257	0.004460
265.320000	-0.043734	0.004460
265.321000	-0.045504	0.004460
265.322000	-0.046654	0.004460
265.323000	-0.047470	0.004460
265.324000	-0.048238	0.004460
265.325000	-0.049033	0.004459
265.326000	-0.049908	0.004459
265.327000	-0.051009	0.004459
265.328000	-0.052436	0.004459
265.329000	-0.054311	0.004459
265.330000	-0.057044	0.004459
265.331000	-0.061109	0.004459
265.332000	-0.066620	0.004459
265.333000	-0.073287	0.004459
265.334000	-0.080561	0.004459
265.335000	-0.087844	0.004459
265.336000	-0.094745	0.004459
265.337000	-0.101019	0.004459
265.338000	-0.106308	0.004459
265.339000	-0.110261	0.004459
265.340000	-0.112954	0.004459
265.341000	-0.114790	0.004459
265.342000	-0.115994	0.004459
265.343000	-0.116651	0.004459
265.344000	-0.117106	0.004459
265.345000	-0.117908	0.004459
265.346000	-0.119382	0.004459
265.347000	-0.121426	0.004459
265.348000	-0.123667	0.004459
265.349000	-0.125693	0.004458
265.350000	-0.127175	0.004458
265.351000	-0.128008	0.004458
265.352000	-0.128383	0.004458
265.353000	-0.128735	0.004458
265.354000	-0.129534	0.004458
265.355000	-0.130960	0.004458
265.356000	-0.132785	0.004458
265.357000	-0.134551	0.004458
265.358000	-0.135891	0.004458
265.359000	-0.136711	0.004458
265.360000	-0.137006	0.004458
265.361000	-0.136728	0.004458
265.362000	-0.135877	0.004458
265.363000	-0.134606	0.004458
265.364000	-0.133214	0.004458
265.365000	-0.131958	0.004458
265.366000	-0.130827	0.004458
265.367000	-0.129539	0.004458
265.368000	-0.127882	0.004457
265.369000	-0.125998	0.004457
265.370000	-0.124259	0.004457
265.371000	-0.122887	0.004457
265.372000	-0.121840	0.004457
265.373000	-0.121055	0.004457
265.374000	-0.120548	0.004457
265.375000	-0.120305	0.004457
265.376000	-0.120193	0.004457
265.377000	-0.119973	0.004457
265.378000	-0.119514	0.004457
265.379000	-0.118843	0.004457
265.380000	-0.117962	0.004457
265.381000	-0.116772	0.004457
265.382000	-0.115259	0.004457
265.383000	-0.113609	0.004457
265.384000	-0.112000	0.004457
265.385000	-0.110446	0.004457
265.386000	-0.108945	0.004457
265.387000	-0.107577	0.004457
265.388000	-0.106294	0.004457
265.389000	-0.104902	0.004456
265.390000	-0.103412	0.004456
265.391000	-0.102045	0.004456
265.392000	-0.100990	0.004456
265.393000	-0.100355	0.004456
265.394000	-0.100049	0.004456
265.395000	-0.099672	0.004456
265.396000	-0.098805	0.004456
265.397000	-0.097264	0.004456
265.398000	-0.095037	0.004456
265.399000	-0.092190	0.004456
265.400000	-0.088792	0.004456
265.401000	-0.084830	0.004456
265.402000	-0.080406	0.004456
265.403000	-0.076031	0.004456
265.404000	-0.072375	0.004456
265.405000	-0.069622	0.004456
265.406000	-0.067355	0.004456
265.407000	-0.065068	0.004456
265.408000	-0.062574	0.004456
265.409000	-0.059947	0.004456
265.410000	-0.057234	0.004456
265.411000	-0.054442	0.004456
265.412000	-0.051815	0.004456
265.413000	-0.049809	0.004456
265.414000	-0.048738	0.004456
265.415000	-0.048605	0.004456
265.416000	-0.049221	0.004456
265.417000	-0.050392	0.004456
265.418000	-0.051973	0.004456
265.419000	-0.053860	0.004455
265.420000	-0.056039	0.004455
265.421000	-0.058438	0.004455
265.422000	-0.060725	0.004455
265.423000	-0.062437	0.004455
265.424000	-0.063287	0.004455
265.425000	-0.063183	0.004455
265.426000	-0.062126	0.004455
265.427000	-0.060333	0.004455
265.428000	-0.058191	0.004455
265.429000	-0.055895	0.004455
265.430000	-0.053452	0.004455
265.431000	-0.050870	0.004455
265.432000	-0.048102	0.004455
265.433000	-0.045055	0.004455
265.434000	-0.041715	0.004455
265.435000	-0.038060	0.004455
265.436000	-0.033916	0.004455
265.437000	-0.029184	0.004455
265.438000	-0.024061	0.004455
265.439000	-0.018802	0.004455
265.440000	-0.013556	0.004455
265.441000	-0.008542	0.004455
265.442000	-0.004017	0.004455
265.443000	-0.000080	0.004455
265.444000	0.003244	0.004455
265.445000	0.005934	0.004455
265.446000	0.008021	0.004455
265.447000	0.009510	0.004455
265.448000	0.010229	0.004455
265.449000	0.010028	0.004455
265.450000	0.009084	0.004455
265.451000	0.007791	0.004455
265.452000	0.006449	0.004455
265.453000	0.005098	0.004455
265.454000	0.003576	0.004454
265.455000	0.001743	0.004454
265.456000	-0.000363	0.004454
265.457000	-0.002514	0.004454
265.458000	-0.004335	0.004454
265.459000	-0.005499	0.004454
265.460000	-0.005904	0.004454
265.461000	-0.005691	0.004454
265.462000	-0.005247	0.004454
265.463000	-0.004998	0.004454
265.464000	-0.004983	0.004454
265.465000	-0.004953	0.004454
265.466000	-0.004818	0.004454
265.467000	-0.004714	0.004454
265.468000	-0.004768	0.004454
265.469000	-0.004952	0.004454
265.470000	-0.005130	0.004454
265.471000	-0.005161	0.004454
265.472000	-0.004991	0.004454
265.473000	-0.004821	0.004454
265.474000	-0.005049	0.004454
265.475000	-0.005902	0.004454
265.476000	-0.007250	0.004454
265.477000	-0.008784	0.004454
265.478000	-0.010199	0.004454
265.479000	-0.011258	0.004454
265.480000	-0.011824	0.004454
265.481000	-0.011815	0.004454
265.482000	-0.011159	0.004454
265.483000	-0.009844	0.004454
265.484000	-0.008035	0.004454
265.485000	-0.006135	0.004454
265.486000	-0.004587	0.004454
265.487000	-0.003548	0.004454
265.488000	-0.002884	0.004454
265.489000	-0.002479	0.004454
265.490000	-0.002276	0.004454
265.491000	-0.002161	0.004454
265.492000	-0.002106	0.004454
265.493000	-0.002166	0.004454
265.494000	-0.002379	0.004454
265.495000	-0.002894	0.004454
265.496000	-0.003992	0.004454
265.497000	-0.005782	0.004454
265.498000	-0.007997	0.004454
265.499000	-0.010214	0.004454
265.500000	-0.012147	0.004454
265.501000	-0.013602	0.004454
265.502000	-0.014389	0.004454
265.503000	-0.014439	0.004454
265.504000	-0.013875	0.004454
265.505000	-0.012881	0.004454
265.506000	-0.011529	0.004454
265.507000	-0.009773	0.004454
265.508000	-0.007577	0.004454
265.509000	-0.004981	0.004454
265.510000	-0.002171	0.004454
265.511000	0.000501	0.004454
265.512000	0.002726	0.004454
265.513000	0.004409	0.004454
265.514000	0.005571	0.004454
265.515000	0.006215	0.004454
265.516000	0.006306	0.004454
265.517000	0.005790	0.004454
265.518000	0.004735	0.004454
265.519000	0.003390	0.004454
265.520000	0.002021	0.004454
265.521000	0.000897	0.004455
265.522000	0.000271	0.004455
265.523000	0.000147	0.004455
265.524000	0.000323	0.004455
265.525000	0.000655	0.004455
265.526000	0.001168	0.004455
265.527000	0.002069	0.004455
265.528000	0.003687	0.004455
265.529000	0.006140	0.004455
265.530000	0.009207	0.004455
265.531000	0.012578	0.004455
265.532000	0.016045	0.004455
265.533000	0.019410	0.004455
265.534000	0.022343	0.004455
265.535000	0.024522	0.004455
265.536000	0.025958	0.004455
265.537000	0.026939	0.004455
265.538000	0.027594	0.004455
265.539000	0.027783	0.004455
265.540000	0.027346	0.004455
265.541000	0.026185	0.004455
265.542000	0.024306	0.004455
265.543000	0.021965	0.004455
265.544000	0.019661	0.004455
265.545000	0.017978	0.004455
265.546000	0.017281	0.004455
265.547000	0.017571	0.004455
265.548000	0.018677	0.004455
265.549000	0.020437	0.004455
265.550000	0.022746	0.004455
265.551000	0.025568	0.004455
265.552000	0.028818	0.004455
265.553000	0.032283	0.004455
265.554000	0.035680	0.004455
265.555000	0.038742	0.004455
265.556000	0.041256	0.004455
265.557000	0.043047	0.004455
265.558000	0.044052	0.004455
265.559000	0.044367	0.004455
265.560000	0.044068	0.004455
265.561000	0.043048	0.004455
265.562000	0.041127	0.004455
265.563000	0.038260	0.004455
265.564000	0.034667	0.004455
265.565000	0.030820	0.004455
265.566000	0.027253	0.004455
265.567000	0.024354	0.004455
265.568000	0.022199	0.004455
265.569000	0.020551	0.004455
265.570000	0.019131	0.004455
265.571000	0.017976	0.004455
265.572000	0.017466	0.004454
265.573000	0.017837	0.004454
265.574000	0.018967	0.004454
265.575000	0.020646	0.004454
265.576000	0.022668	0.004454
265.577000	0.024718	0.004454
